Data;2009;2010
jan-09;5,00;4,50
jan-09;5,00;4,50
jan-09;5,00;4,50
jan-09;5,00;4,50
jan-09;5,00;4,50
jan-09;5,00;4,50
jan-09;4,99;4,50
jan-09;4,99;4,50
jan-09;4,88;4,50
jan-09;4,80;4,50
jan-09;4,80;4,50
jan-09;4,70;4,50
jan-09;4,71;4,50
jan-09;4,70;4,50
jan-09;4,64;4,50
jan-09;4,64;4,50
jan-09;4,66;4,50
jan-09;4,63;4,50
jan-09;4,63;4,50
jan-09;4,60;4,50
jan-09;4,60;4,50
fev-09;4,60;4,50
fev-09;4,60;4,50
fev-09;4,60;4,50
fev-09;4,60;4,50
fev-09;4,73;4,50
fev-09;4,73;4,50
fev-09;4,73;4,50
fev-09;4,73;4,50
fev-09;4,72;4,50
fev-09;4,69;4,50
fev-09;4,69;4,50
fev-09;4,68;4,50
fev-09;4,70;4,50
fev-09;4,66;4,50
fev-09;4,66;4,50
fev-09;4,67;4,50
fev-09;4,68;4,50
fev-09;4,66;4,50
mar-09;4,60;4,50
mar-09;4,59;4,50
mar-09;4,59;4,50
mar-09;4,57;4,50
mar-09;4,57;4,50
mar-09;4,56;4,50
mar-09;4,55;4,50
mar-09;4,55;4,50
mar-09;4,53;4,50
mar-09;4,52;4,50
mar-09;4,51;4,50
mar-09;4,50;4,50
mar-09;4,45;4,50
mar-09;4,43;4,50
mar-09;4,42;4,50
mar-09;4,36;4,50
mar-09;4,40;4,50
mar-09;4,37;4,50
mar-09;4,37;4,50
mar-09;4,32;4,50
mar-09;4,30;4,50
mar-09;4,32;4,50
abr-09;4,31;4,49
abr-09;4,31;4,48
abr-09;4,26;4,46
abr-09;4,28;4,46
abr-09;4,28;4,46
abr-09;4,23;4,42
abr-09;4,25;4,42
abr-09;4,26;4,43
abr-09;4,26;4,42
abr-09;4,27;4,42
abr-09;4,27;4,42
abr-09;4,23;4,40
abr-09;4,25;4,40
abr-09;4,25;4,32
abr-09;4,30;4,30
abr-09;4,30;4,30
abr-09;4,30;4,32
abr-09;4,30;4,32
abr-09;4,30;4,32
abr-09;4,30;4,32
mai-09;4,30;4,33
mai-09;4,30;4,37
mai-09;4,30;4,37
mai-09;4,30;4,33
mai-09;4,36;4,30
mai-09;4,34;4,33
mai-09;4,34;4,33
mai-09;4,33;4,33
mai-09;4,33;4,33
mai-09;4,33;4,33
mai-09;4,34;4,37
mai-09;4,33;4,33
mai-09;4,32;4,33
mai-09;4,33;4,30
mai-09;4,33;4,30
mai-09;4,33;4,30
mai-09;4,33;4,30
mai-09;4,33;4,30
mai-09;4,33;4,30
mai-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,33;4,30
jun-09;4,40;4,30
jun-09;4,39;4,30
jun-09;4,40;4,30
jun-09;4,40;4,30
jun-09;4,39;4,30
jun-09;4,40;4,30
jun-09;4,40;4,30
jun-09;4,40;4,30
jun-09;4,40;4,30
jun-09;4,40;4,30
jun-09;4,40;4,30
jun-09;4,40;4,32
jun-09;4,41;4,33
jun-09;4,41;4,33
jul-09;4,42;4,33
jul-09;4,42;4,33
jul-09;4,42;4,33
jul-09;4,42;4,38
jul-09;4,43;4,38
jul-09;4,51;4,38
jul-09;4,51;4,38
jul-09;4,50;4,40
jul-09;4,51;4,40
jul-09;4,51;4,40
jul-09;4,52;4,41
jul-09;4,52;4,41
jul-09;4,53;4,42
jul-09;4,53;4,43
jul-09;4,53;4,43
jul-09;4,53;4,42
jul-09;4,54;4,43
jul-09;4,53;4,40
jul-09;4,53;4,40
jul-09;4,53;4,40
jul-09;4,53;4,40
jul-09;4,50;4,40
jul-09;4,50;4,35
ago-09;4,50;4,38
ago-09;4,50;4,38
ago-09;4,50;4,31
ago-09;4,49;4,31
ago-09;4,40;4,32
ago-09;4,40;4,32
ago-09;4,40;4,30
ago-09;4,38;4,30
ago-09;4,38;4,30
ago-09;4,37;4,30
ago-09;4,34;4,30
ago-09;4,34;4,30
ago-09;4,33;4,30
ago-09;4,32;4,30
ago-09;4,32;4,30
ago-09;4,29;4,30
ago-09;4,29;4,30
ago-09;4,29;4,30
ago-09;4,29;4,30
ago-09;4,29;4,30
ago-09;4,30;4,30
set-09;4,30;4,30
set-09;4,30;4,30
set-09;4,30;4,30
set-09;4,30;4,30
set-09;4,30;4,30
set-09;4,31;4,30
set-09;4,30;4,33
set-09;4,30;4,35
set-09;4,30;4,36
set-09;4,30;4,35
set-09;4,30;4,35
set-09;4,30;4,30
set-09;4,31;4,30
set-09;4,30;4,35
set-09;4,30;4,40
set-09;4,30;4,40
set-09;4,30;4,40
set-09;4,30;4,40
set-09;4,30;4,40
set-09;4,30;4,40
set-09;4,30;4,40
out-09;4,30;4,40
out-09;4,31;4,40
out-09;4,31;4,40
out-09;4,31;4,40
out-09;4,31;4,40
out-09;4,30;4,40
out-09;4,29;4,40
out-09;4,29;4,40
out-09;4,30;4,40
out-09;4,30;4,42
out-09;4,30;4,42
out-09;4,30;4,44
out-09;4,30;4,44
out-09;4,30;4,44
out-09;4,29;4,48
out-09;4,29;4,50
out-09;4,29;4,50
out-09;4,29;4,50
out-09;4,29;4,50
out-09;4,28;4,45
out-09;4,27;4,45
nov-09;4,27;4,45
nov-09;4,27;4,45
nov-09;4,27;4,45
nov-09;4,27;4,46
nov-09;4,25;4,49
nov-09;4,25;4,46
nov-09;4,27;4,46
nov-09;4,27;4,45
nov-09;4,26;4,41
nov-09;4,26;4,41
nov-09;4,27;4,41
nov-09;4,26;4,43
nov-09;4,26;4,43
nov-09;4,26;4,43
nov-09;4,25;4,41
nov-09;4,25;4,41
nov-09;4,25;4,45
nov-09;4,25;4,46
nov-09;4,25;4,46
nov-09;4,25;4,46
dez-09;4,25;4,46
dez-09;4,26;4,46
dez-09;4,26;4,46
dez-09;4,26;4,48
dez-09;4,26;4,46
dez-09;4,26;4,46
dez-09;4,31;4,50
dez-09;4,31;4,50
dez-09;4,31;4,50
dez-09;4,31;4,50
dez-09;4,31;4,50
dez-09;4,31;4,50
dez-09;4,30;4,50
dez-09;4,29;4,50
dez-09;4,29;4,50
dez-09;4,28;4,50
dez-09;4,28;4,50
dez-09;4,28;4,50
dez-09;4,28;4,50
dez-09;4,28;4,50
dez-09;4,28;4,50
dez-09;4,28;4,50
