Data;2013;2014
jan-13;5,49;5,5
jan-13;5,49;5,5
jan-13;5,49;5,5
jan-13;5,5;5,5
jan-13;5,51;5,5
jan-13;5,51;5,5
jan-13;5,51;5,5
jan-13;5,53;5,5
jan-13;5,58;5,5
jan-13;5,58;5,5
jan-13;5,59;5,5
jan-13;5,61;5,5
jan-13;5,65;5,5
jan-13;5,67;5,5
jan-13;5,66;5,5
jan-13;5,67;5,5
jan-13;5,67;5,5
jan-13;5,67;5,5
jan-13;5,67;5,5
jan-13;5,67;5,5
jan-13;5,67;5,5
jan-13;5,68;5,5
fev-13;5,68;5,5
fev-13;5,69;5,5
fev-13;5,67;5,5
fev-13;5,67;5,5
fev-13;5,71;5,5
fev-13;5,71;5,5
fev-13;5,71;5,5
fev-13;5,71;5,5
fev-13;5,7;5,5
fev-13;5,71;5,5
fev-13;5,71;5,5
fev-13;5,7;5,5
fev-13;5,69;5,5
fev-13;5,69;5,5
fev-13;5,69;5,5
fev-13;5,69;5,5
fev-13;5,69;5,5
fev-13;5,7;5,5
mar-13;5,7;5,5
mar-13;5,67;5,5
mar-13;5,69;5,5
mar-13;5,7;5,5
mar-13;5,67;5,5
mar-13;5,82;5,5
mar-13;5,81;5,5
mar-13;5,8;5,51
mar-13;5,78;5,51
mar-13;5,77;5,51
mar-13;5,73;5,54
mar-13;5,72;5,58
mar-13;5,73;5,55
mar-13;5,72;5,6
mar-13;5,71;5,6
mar-13;5,71;5,6
mar-13;5,7;5,6
mar-13;5,7;5,64
mar-13;5,71;5,69
mar-13;5,71;5,68
abr-13;5,71;5,7
abr-13;5,71;5,7
abr-13;5,71;5,7
abr-13;5,71;5,7
abr-13;5,7;5,7
abr-13;5,7;5,7
abr-13;5,7;5,7
abr-13;5,68;5,7
abr-13;5,67;5,7
abr-13;5,68;5,7
abr-13;5,67;5,7
abr-13;5,67;5,7
abr-13;5,69;5,7
abr-13;5,7;5,71
abr-13;5,7;5,71
abr-13;5,72;5,8
abr-13;5,72;5,8
abr-13;5,72;5,71
abr-13;5,71;5,71
abr-13;5,71;5,71
abr-13;5,71;5,76
abr-13;5,7;5,76
mai-13;5,71;5,71
mai-13;5,71;5,76
mai-13;5,71;5,76
mai-13;5,71;5,79
mai-13;5,8;5,8
mai-13;5,8;5,8
mai-13;5,8;5,8
mai-13;5,8;5,8
mai-13;5,8;5,8
mai-13;5,8;5,8
mai-13;5,8;5,8
